R medio,G medio,B medio,Iluminación,Contraste,Saturación,Textura,Nitidez,Rango dinámico,Píxeles oscuros (%),Píxeles claros (%),Índice Test,Clase real,Predicción MLP,Predicción CNN,MLP correcta,CNN correcta,Tipo de resultado,Confianza MLP,Margen MLP,Confianza CNN,Margen CNN,Zrob_Iluminación,Zrob_Contraste,Zrob_Saturación,Zrob_Textura,Zrob_Nitidez,Zrob_Rango dinámico,N características atípicas,Calidad/condición atípica,Similitud real-pred MLP,Similitud real-pred CNN,Diagnóstico MLP,Diagnóstico CNN
0.39109960198402405,0.4497193396091461,0.3675174415111542,0.431326687335968,0.13218426704406738,0.25340932607650757,0.028348827734589577,0.011534906923770905,0.4162774384021759,0.0,0.0,0,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.99999464,0.99999017,0.733761056740557,0.43014605436287595,0.7251725401115839,0.31495586951391635,0.47774718907048097,0.5769029982848457,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.3447393774986267,0.3787759840488434,0.3369116187095642,0.3685130476951599,0.15943308174610138,0.24130359292030334,0.029816647991538048,0.012087240815162659,0.4702474921941757,0.0,0.0,1,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.9999975,0.99999505,-1.1644699582887539,1.677352006739207,0.39170168487820595,0.715768289237559,0.6692305398550042,1.5168198351370648,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.462907612323761,0.5035387873649597,0.4496448338031769,0.4910060167312622,0.10040226578712463,0.17765413224697113,0.03344760090112686,0.016757214441895485,0.33432307839393616,0.0,0.0,2,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.93282086,0.86573637,2.5372730751828056,-1.0245484554549102,-1.3616196391591868,1.7072595939157336,2.288219003280488,-0.8503752312693962,1,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.38457560539245605,0.4279237985610962,0.38527557253837585,0.4156249761581421,0.13824892044067383,0.202145054936409,0.02709486521780491,0.010103173553943634,0.4180373102426529,0.0,0.0,3,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,1.0,0.99999994,0.2592546387520366,0.7077314061683724,-0.6869798772117023,-0.027459183157519756,-0.018606750742519006,0.6075520908342332,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.336135596036911,0.37709537148475647,0.3260779082775116,0.36469992995262146,0.11535927653312683,0.24117419123649597,0.02326592616736889,0.008657719008624554,0.35852618515491486,0.0,0.0,4,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.99999964,0.99999934,-1.2797025479657038,-0.3399508670402399,0.3881371184359192,-1.0730138541157663,-0.519717553570486,-0.4288654133164667,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.4717763662338257,0.4704965054988861,0.41843944787979126,0.4670060873031616,0.11967849731445312,0.22326242923736572,0.03960578888654709,0.021592270582914352,0.39137381315231323,0.01220703125,0.0,5,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.98059374,0.9612856,1.8119941284532495,-0.1422557405914704,-0.10526964309718793,3.3888539280072787,3.9644383436883235,0.14319328287089272,2,True,0.21420611425154243,1.0,Error razonable: condición visual atípica,Predicción correcta
0.37833961844444275,0.4179202616214752,0.35734280943870544,0.4051344394683838,0.13324908912181854,0.24698281288146973,0.024383418262004852,0.007875294424593449,0.37954387068748474,0.0,0.0,6,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.9991291,0.99826026,-0.05776985183113539,0.47888404345030017,0.5481444474165508,-0.7678642907732798,-0.7909688445404239,-0.06283137933416094,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.5157915949821472,0.5665711760520935,0.39533862471580505,0.5434106588363647,0.0809667557477951,0.2735639214515686,0.023761987686157227,0.006724807899445295,0.25170689821243286,0.0,0.0,7,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.9993325,0.9986653,4.120943716531694,-1.9141315097487295,1.2803615625261224,-0.9375561121094719,-1.1898200073990135,-2.289179406790197,1,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.32566037774086,0.34655192494392395,0.2757227420806885,0.33699437975883484,0.1168421283364296,0.2964406907558441,0.026315925642848015,0.009119014255702496,0.3692878931760788,0.0,0.0,8,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,1.0,1.0,-2.1169655208969838,-0.2720792324097202,1.9105370113351603,-0.24016142267153584,-0.3597955191125122,-0.24144461508337392,0,False,0.21420611425154243,1.0,Posible debilidad estructural MLP (CNN resuelve la misma imagen),Predicción correcta
0.5098761320114136,0.5274582505226135,0.46110036969184875,0.5189259648323059,0.18658486008644104,0.1837378740310669,0.024008262902498245,0.007053246721625328,0.5684337615966797,0.0,0.0,9,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,False,True,MLP error / CNN correcta,0.2939337,0.17800906,0.99988496,0.9998184,3.381015162514079,2.920116506185364,-1.1940337069745086,-0.8703066209593626,-1.0759566954079909,3.2267852932927017,3,True,0.21420611425154243,1.0,Error razonable: condición visual atípica,Predicción correcta
